,TextDescription,Severity,EncodedSeverity
1023,Perma TEST-UNEXPECTED-FAIL | dom/serviceworkers/test/browser_download.js | Test timed out when Gecko 73 merges to Beta on 2020-01-06,normal,4
1024,"Intermittent TV devtools/client/webconsole/test/browser/browser_webconsole_stubs_page_error.js | ""TypeError longString message"" packet has expected value - Got {",normal,4
1025,Enable CDP test suites in mochitest-remote with Fission,normal,4
1026,Intermittent browser/components/customizableui/test/browser_customization_context_menus.js | application crashed [@ objc_msgSend + 0x1d],normal,4
1027,Perma TEST-UNEXPECTED-TIMEOUT | browser/extensions/doh-rollout/test/unit/test_localStorageMigration.js | Test timed out when Gecko 73 merges to Beta on 06-01-20,normal,4
1028,Review build-related localization documentation,normal,4
1029,Perma Beta [taskcluster:error] Task timeout after 1200 seconds. Force killing container. when Gecko 73 merges to Beta on 2020-01-06,blocker,0
1030,Add LDAP user: oboca@mozilla.com to group: voice-dev,normal,4
1031,Watching YouTube randomly locks up Linux,normal,4
1032,privateBrowsingId is added to the link in  Settings  - Autoplay in Preferences,normal,4
1033,Add documentation for scriptworkers-scripts,normal,4
1034,l10n repacks should load localized resources from the merge dir only,normal,4
1035,"Intermittent leakcheck | gpu 816 bytes leaked (MessageLoop::EventTarget, MessagePump, Mutex, RenderThread, Runnable, ...)",normal,4
1036,Crash in [@ OOM | unknown | js::AutoEnterOOMUnsafeRegion::crash | js::irregexp::RegExpBuilder::AddCharacter],normal,4
1037,Flash of unstyled content on https://www.srihash.org/,normal,4
1038,Add a test to Fenix to ensure that Glean pings are being sent,normal,4
1039,iOS: Validate that lifecycle events are working as expected,normal,4
1040,[wpt-sync] Sync PR 20605 - Replace hostCandidate with address and port in RTCPeerConnectionIceErrorEvent,normal,4
1041,The keyboard navigation does not work when the “Onboarding” tip is displayed,normal,4
1042,Keyboard navigation gets trapped in the Address Bar when the “Redirect” tip is displayed,normal,4
1043,Restrict ping names to be kebab-case (again),normal,4
1044,[wpt-sync] Sync PR 20606 - Don't put the computed value in the title of computed value tests,normal,4
1045,Log when the reftest document is larger than the viewport,normal,4
1046,Breaking on DOM mutations from the OBT in the content page does not fully work,normal,4
1047,Access to CIS API for BigQuery Dashboards,normal,4
1048,Enable JSON Preview (LONG MODE) by default,normal,4
1049,Table mapping addon_id to Human Readable Addons in GCP,normal,4
1050,"Windows hardware workers cannot satisfy demand, gaps between task execution too big?",normal,4
1051,Middle clicking a video on 9gag activates page autoscroll,normal,4
1052,Errors running ./mach browsertime with --visualMetrics=true when using Nightly 73,normal,4
1053,Remove AutoPrepareFocusRange from Selection.cpp,normal,4
1054,ThreadSanitizer: data race [@ flagsField] vs. [@ setFlagBit],critical,1
1055,creates new profile after update,normal,4
1056,fran.si doesn't support TLS 1.2,normal,4
1057,"The ""Web Push notifications in Firefox"" page is wrongly opened if the ""Watch videos while you browse"" message from the ""What's New"" panel is clicked",normal,4
1058,"Synch not working on a specific, single device",normal,4
1059,Custom bookmark keyword not working with Hebrew characters,normal,4
1060,"Intermittent testing/xpcshell/example/unit/test_do_check_matches_failing.js | application crashed [@ NS_DispatchToMainThread(already_AddRefed<nsIRunnable> &&,unsigned int)]",normal,4
1061,"After modifying an event that's fired, changing its date and submitting the change, Lightning gets stuck in a loop",normal,4
1062,Upgrade docker-worker to version v201912041449,normal,4
1063,Slight stuttering on 8K 60 fps YouTube videos on NVidia cards,normal,4
1064,Initialize flex container and its helper classes' members in the declaration,normal,4
1065,Emit Autofill ViewStructure based upon Gecko discovered autofill fields.,normal,4
1066,"Adapt webrtc UI (permission prompts, tab icons and active streams menu) for fission",normal,4
1067,"The ""Firefox Beta Release Notes"" page is wrongly opened on latest Firefox Release (71.0) if the ""Firefox now fights harder for your privacy"" message from the ""What's New"" panel is clicked",normal,4
1068,Add brizental's blog to planet.mozilla.org (https://brizental.github.io/),normal,4
1069,general.useragent.override.twitter.com (specific/per website) doesn't work,normal,4
1070,Default themes are not applied correctly when they are switched from about:addons on Mac OS,critical,1
1071,Replace HoldJSObject/DropJSObject by a helper inherited class,normal,4
1072,mdc2 install2 deploystudio runs failing,normal,4
1073,Fennec version 68.3 shows in Featured Versions but needs to be 68.3.0 in order to show results,normal,4
1074,Add GetContentBlockingEvents IPC method for child processes to retrive content blocking event stored in the parent process,normal,4
1075,Removing a watchpoint changes the value of the corresponding property,normal,4
1076,thunderbird 68.2.1 Display folder bug,normal,4
1077,Multiple ref-hw and hw workers out,normal,4
1078,[macOS] megabar focus ring overlaps multi-account containers indicators,normal,4
1079,"in firefox 71 userChrome.css no longer supports multiline tabs, (70 worked)",normal,4
1080,Menu bar disappears when window with a sheet open is active,normal,4
1081,Intermittent devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_tooltip_markupview.js | Test timed out -,normal,4
1082,Count of new emails no longer appears on Ubuntu Dock icon for Thunderbird,normal,4
1083,Jarring text size changes when focusing awesomebar.,minor,3
1084,Refactor documentation for Fluent migrations,normal,4
1085,grant Iain Ireland (iireland@mozilla.com) access to raw dumps,normal,4
1086,"Intermittent PID 18658 | Assertion failure: mDone, at /builds/worker/workspace/build/src/dom/serviceworkers/ServiceWorkerPrivate.cpp:161",normal,4
1087,Awesomebar line splitting doesn't trigger early enough.,normal,4
1088,Contextual Onboarding Experiment for Dynamic Triplets on Newtab in Firefox 72,normal,4
1089,Zooming in compose or read message with ctrl-mousewheel causes message body to be obscured.,normal,4
1090,Please run test of purge_ttl script against stage for syncstorage-rs,normal,4
1091,Intermittent org.mozilla.geckoview.test.TelemetryTest#testOnTelemetryReceived | status -2,normal,4
1092,Consider breaking the width link between URLbar and displayed results.,normal,4
1093,Intermittent devtools/client/webconsole/test/browser/browser_webconsole_network_reset_filter.js | Test timed out -,normal,4
1094,Browsertime conditioning sequence is very different and longer than Raptor web-ext,normal,4
1095,Increase Urlbar min-width,normal,4
1096,Fix a couple of WPTs:  Worker-location.sub.any.js and Worker-constructor-proto.any.js,normal,4
1097,Maybe should be a literal type,normal,4
1098,Add ImplCycleCollectionTraverse and ImplCycleCollectionUnlink for JS::Heap<> objects,normal,4
1099,Multiple focus problems with expanded font size,normal,4
1100,Commit Access (Level 3) for Chris Fallin (cfallin@mozilla.com),normal,4
1101,Screenshot can't work when site doesn't load,normal,4
1102,Wrong exception type check in workers/Worker-multi-port.html,normal,4
1103,Fix fennec.page_options.total_sites_pinned_to_topsites and fennec.page_options.total_added_search_engines core pings,normal,4
1104,"Remove containers panel's ""<< Go Back"" text link in favor of a back button, like in about:addons",normal,4
1105,Remove SimpleOutlineHighlighter,normal,4
1106,Reverse search resizes multi-line editor side panel width,normal,4
1107,RFC 0 - Use RFCs and determine how/where they should be hosted,normal,4
1108,Intermittent TV devtools/client/responsive/test/browser/browser_orientationchange_event.js | Test timed out -,normal,4
1109,Provide option in Profile Manager for links from external applications to open into last active profile window,normal,4
1110,[wpt-sync] Sync PR 20614 - [Trusted Types] Add tt.emptyScript.,normal,4
1111,Commit Access (Level 3) for June Wilde (jewilde@mozilla.com),normal,4
1112,Exchanging pushlogs should not stop at unknown changesets.,normal,4
1113,Please deploy Firefox Monitor v10.0.0 to prod,normal,4
1114,Firefox ia gives 404 for help/support and Learn More links,normal,4
1115,prevent self-logging in activitylog api,normal,4
1116,Support message-tags capability for IRC,normal,4
1117,Intermittent TEST-UNEXPECTED-TIMEOUT | /webrtc/RTCPeerConnection-onnegotiationneeded.html | Executor hit external timeout (this may indicate a hang),normal,4
1118,Investigate xcode changes in Lockwise iOS,normal,4
1119,Decide what kind of telemetry retained results should send,normal,4
1120,Suggestion - Add support for JPEG XR & JPEG 2000,normal,4
1121,"browser.storage.local.set throw ""An unexpected error occurred"" in linux",normal,4
1122,OSCrashReporter setting no longer works on macOS,normal,4
1123,Don't install ImageMagick for Browsertime @ macOS,normal,4
1124,Intermittent dom/ipc/tests/browser_crash_oopiframe.js | The iframe is now pointing at about:framecrashed -,normal,4
1125,Intermittent  browser/components/urlbar/tests/ext/browser/update/browser_installBrowserUpdateAndRestart.js | Uncaught exception - Waiting for active update - timed out after 50 tries.,normal,4
1126,Delete profile dialog is not sized correctly,normal,4
1127,We should have better error wording for load failures that fail same-origin checks,normal,4
1128,Defer object allocation during parsing in the self-hosted global,normal,4
1130,Firefox 71.0 compiled with LLVM+CLANG 5.0.1 compiles but segfaults (Linux) on subsequent runs (first run on fresh profile works),normal,4
1131,Firefox asks for master password when it shouldn't (credentials stored for unrelated subdomain),normal,4
1132,Windows webrender builds fail with rustc 1.39 in egl.rs,normal,4
1133,Change some nsContentUtils function signatures to take nsIPrincipal& to make it clear it can't be null,normal,4
1134,Firefox will not prompt to save credentials for a subdomain when the base domain is in the exceptions list.,normal,4
1135,Extend MediaControlKeysEventSource API for initialization and deconstruction,normal,4
1136,Accesskey of 'g' looks ugly because of where the underline for the accesskey is placed,minor,3
1137,[wpt-sync] Sync PR 20616 - Add tests for setting current time outside of the animation bounds,normal,4
1138,Re-structure 'mach test-info' code,normal,4
1139,Empty `Task cancelled` entry in Browser Console,normal,4
1140,Crash near [@ mozilla::dom::HTMLMediaElement::UpdateOutputTrackSources],normal,4
1141,Add summary info to 'mach test-info report' components and manifests,normal,4
1142,"Avoid ActiveData ""over-flows"" in 'mach test-info report'",normal,4
1143,Performance improvements for 'mach test-info reports --show-activedata',normal,4
1144,Crash in [@ SearchExtRunnable::~SearchExtRunnable],critical,1
1145,"Assertion failure: ms.mLiveTracks.Length() == length - 1, at /builds/worker/workspace/build/src/dom/html/HTMLMediaElement.cpp:3505",normal,4
1146,Migrate Firefox desktop's webbrowserchrome implementation to an actor,normal,4
1147,"Warn/Disallow commenting on fixed/closed bugs if the comment contains ""re-open"" or similar",normal,4
1148,Intermittent devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_sidebar_connection_state.js | Test timed out -,normal,4
1149,FF 70.0.1 buggy and can not load various sites,normal,4
